ejecutable;cantidadPatron;tiempo;
rabinkarpSearch-corto;200;4.28597;1540579
rabinkarpSearch-corto;200;4.28485;1540579
rabinkarpSearch-corto;200;4.28245;1540579
rabinkarpSearch-corto;200;4.28441;1540579
rabinkarpSearch-corto;200;4.28516;1540579
rabinkarpSearch-corto;200;4.28889;1540579
rabinkarpSearch-corto;200;4.28798;1540579
rabinkarpSearch-corto;200;4.28671;1540579
rabinkarpSearch-corto;200;4.285;1540579
rabinkarpSearch-corto;200;4.28554;1540579
rabinkarpSearch-corto;300;6.43061;2257512
rabinkarpSearch-corto;300;6.43166;2257512
rabinkarpSearch-corto;300;6.43576;2257512
rabinkarpSearch-corto;300;6.42992;2257512
rabinkarpSearch-corto;300;6.43157;2257512
rabinkarpSearch-corto;300;6.42825;2257512
rabinkarpSearch-corto;300;6.431;2257512
rabinkarpSearch-corto;300;6.43075;2257512
rabinkarpSearch-corto;300;6.42881;2257512
rabinkarpSearch-corto;300;6.42622;2257512
rabinkarpSearch-corto;300;6.42948;2257512
rabinkarpSearch-corto;300;6.42621;2257512
rabinkarpSearch-corto;300;6.43089;2257512
rabinkarpSearch-corto;300;6.42838;2257512
rabinkarpSearch-corto;300;6.43343;2257512
rabinkarpSearch-corto;300;6.43087;2257512
rabinkarpSearch-corto;300;6.42901;2257512
rabinkarpSearch-corto;300;6.42995;2257512
rabinkarpSearch-corto;300;6.43079;2257512
rabinkarpSearch-corto;300;6.43231;2257512
rabinkarpSearch-corto;500;10.7115;4040073
rabinkarpSearch-corto;500;10.7119;4040073
rabinkarpSearch-corto;500;10.7111;4040073
rabinkarpSearch-corto;500;10.7122;4040073
rabinkarpSearch-corto;500;10.7024;4040073
rabinkarpSearch-corto;500;10.7111;4040073
rabinkarpSearch-corto;500;10.7083;4040073
rabinkarpSearch-corto;500;10.7066;4040073
rabinkarpSearch-corto;500;10.7143;4040073
rabinkarpSearch-corto;500;10.7049;4040073
rabinkarpSearch-corto;500;10.709;4040073
rabinkarpSearch-corto;500;10.7063;4040073
rabinkarpSearch-corto;500;10.7115;4040073
rabinkarpSearch-corto;500;10.7102;4040073
rabinkarpSearch-corto;500;10.7082;4040073
rabinkarpSearch-corto;500;10.709;4040073
rabinkarpSearch-corto;500;10.715;4040073
rabinkarpSearch-corto;500;10.7081;4040073
rabinkarpSearch-corto;500;10.7072;4040073
rabinkarpSearch-corto;500;10.7055;4040073
rabinkarpSearch-corto;1000;21.4306;7911414
rabinkarpSearch-corto;1000;21.4226;7911414
rabinkarpSearch-corto;1000;21.4261;7911414
rabinkarpSearch-corto;1000;21.4133;7911414
rabinkarpSearch-corto;1000;21.4242;7911414
rabinkarpSearch-corto;1000;21.422;7911414
rabinkarpSearch-corto;1000;21.4243;7911414
rabinkarpSearch-corto;1000;21.4257;7911414
rabinkarpSearch-corto;1000;21.4327;7911414
rabinkarpSearch-corto;1000;21.4259;7911414
rabinkarpSearch-corto;1000;21.4277;7911414
rabinkarpSearch-corto;1000;21.4258;7911414
rabinkarpSearch-corto;1000;21.4338;7911414
rabinkarpSearch-corto;1000;21.4097;7911414
rabinkarpSearch-corto;1000;21.4225;7911414
rabinkarpSearch-corto;1000;21.4237;7911414
rabinkarpSearch-corto;1000;21.4224;7911414
rabinkarpSearch-corto;1000;21.4257;7911414
rabinkarpSearch-corto;1000;21.4285;7911414
rabinkarpSearch-corto;1000;21.4304;7911414
rabinkarpSearch-corto;2000;42.8808;15945820
rabinkarpSearch-corto;2000;42.8833;15945820
rabinkarpSearch-corto;2000;42.8626;15945820
rabinkarpSearch-corto;2000;42.8684;15945820
rabinkarpSearch-corto;2000;42.8732;15945820
rabinkarpSearch-corto;2000;42.8713;15945820
rabinkarpSearch-corto;2000;42.8623;15945820
rabinkarpSearch-corto;2000;42.8675;15945820
rabinkarpSearch-corto;2000;42.8804;15945820
rabinkarpSearch-corto;2000;42.867;15945820
rabinkarpSearch-corto;2000;42.878;15945820
rabinkarpSearch-corto;2000;42.8873;15945820
rabinkarpSearch-corto;2000;42.8463;15945820
rabinkarpSearch-corto;2000;42.8778;15945820
rabinkarpSearch-corto;2000;42.8819;15945820
rabinkarpSearch-corto;2000;42.8712;15945820
rabinkarpSearch-corto;2000;42.8796;15945820
rabinkarpSearch-corto;2000;42.8904;15945820
rabinkarpSearch-corto;2000;42.8767;15945820
rabinkarpSearch-corto;2000;42.8838;15945820
rabinkarpSearch-largo;100;2.13117;20
rabinkarpSearch-largo;100;2.13018;20
rabinkarpSearch-largo;100;2.13171;20
rabinkarpSearch-largo;100;2.1329;20
rabinkarpSearch-largo;100;2.12857;20
rabinkarpSearch-largo;100;2.13123;20
rabinkarpSearch-largo;100;2.13094;20
rabinkarpSearch-largo;100;2.12954;20
rabinkarpSearch-largo;100;2.13127;20
rabinkarpSearch-largo;100;2.1312;20
rabinkarpSearch-largo;100;2.13072;20
rabinkarpSearch-largo;100;2.13143;20
rabinkarpSearch-largo;100;2.13164;20
rabinkarpSearch-largo;100;2.1297;20
rabinkarpSearch-largo;100;2.13282;20
rabinkarpSearch-largo;100;2.13186;20
rabinkarpSearch-largo;100;2.13257;20
rabinkarpSearch-largo;100;2.13155;20
rabinkarpSearch-largo;100;2.12976;20
rabinkarpSearch-largo;100;2.13122;20
rabinkarpSearch-largo;200;4.26102;40
rabinkarpSearch-largo;200;4.26344;40
rabinkarpSearch-largo;200;4.26035;40
rabinkarpSearch-largo;200;4.26078;40
rabinkarpSearch-largo;200;4.26268;40
rabinkarpSearch-largo;200;4.26253;40
rabinkarpSearch-largo;200;4.25781;40
rabinkarpSearch-largo;200;4.26258;40
rabinkarpSearch-largo;200;4.2625;40
rabinkarpSearch-largo;200;4.27888;40
rabinkarpSearch-largo;200;4.2642;40
rabinkarpSearch-largo;200;4.26218;40
rabinkarpSearch-largo;200;4.26295;40
rabinkarpSearch-largo;200;4.26152;40
rabinkarpSearch-largo;200;4.26291;40
rabinkarpSearch-largo;200;4.26286;40
rabinkarpSearch-largo;200;4.26283;40
rabinkarpSearch-largo;200;4.25842;40
rabinkarpSearch-largo;200;4.26279;40
rabinkarpSearch-largo;200;4.25752;40
rabinkarpSearch-largo;300;6.38886;61
rabinkarpSearch-largo;300;6.3929;61
rabinkarpSearch-largo;300;6.39518;61
rabinkarpSearch-largo;300;6.39339;61
rabinkarpSearch-largo;300;6.39661;61
rabinkarpSearch-largo;300;6.39852;61
rabinkarpSearch-largo;300;6.39324;61
rabinkarpSearch-largo;300;6.3887;61
rabinkarpSearch-largo;300;6.39478;61
rabinkarpSearch-largo;300;6.39593;61
rabinkarpSearch-largo;300;6.39625;61
rabinkarpSearch-largo;300;6.39861;61
rabinkarpSearch-largo;300;6.39643;61
rabinkarpSearch-largo;300;6.394;61
rabinkarpSearch-largo;300;6.39643;61
rabinkarpSearch-largo;300;6.39442;61
rabinkarpSearch-largo;300;6.39831;61
rabinkarpSearch-largo;300;6.39547;61
rabinkarpSearch-largo;300;6.38974;61
rabinkarpSearch-largo;300;6.39251;61
rabinkarpSearch-largo;500;10.6589;100
rabinkarpSearch-largo;500;10.6554;100
rabinkarpSearch-largo;500;10.6602;100
rabinkarpSearch-largo;500;10.6599;100
rabinkarpSearch-largo;500;10.6586;100
rabinkarpSearch-largo;500;10.6625;100
rabinkarpSearch-largo;500;10.6602;100
rabinkarpSearch-largo;500;10.6603;100
rabinkarpSearch-largo;500;10.6585;100
rabinkarpSearch-largo;500;10.6542;100
rabinkarpSearch-largo;500;10.661;100
rabinkarpSearch-largo;500;10.6562;100
rabinkarpSearch-largo;500;10.6546;100
rabinkarpSearch-largo;500;10.6602;100
rabinkarpSearch-largo;500;10.6548;100
rabinkarpSearch-largo;500;10.6564;100
rabinkarpSearch-largo;500;10.6514;100
rabinkarpSearch-largo;500;10.658;100
rabinkarpSearch-largo;500;10.6601;100
rabinkarpSearch-largo;500;10.6596;100
rabinkarpSearch-largo;1000;21.3185;177
rabinkarpSearch-largo;1000;21.3207;177
rabinkarpSearch-largo;1000;21.3162;177
rabinkarpSearch-largo;1000;21.3149;177
rabinkarpSearch-largo;1000;21.3248;177
rabinkarpSearch-largo;1000;21.3124;177
rabinkarpSearch-largo;1000;21.3131;177
rabinkarpSearch-largo;1000;21.3189;177
rabinkarpSearch-largo;1000;21.3236;177
rabinkarpSearch-largo;1000;21.313;177
rabinkarpSearch-largo;1000;21.3133;177
rabinkarpSearch-largo;1000;21.308;177
rabinkarpSearch-largo;1000;21.3236;177
rabinkarpSearch-largo;1000;21.3119;177
rabinkarpSearch-largo;1000;21.3205;177
rabinkarpSearch-largo;1000;21.3184;177
rabinkarpSearch-largo;1000;21.3215;177
rabinkarpSearch-largo;2000;42.6453;350
rabinkarpSearch-largo;2000;42.6384;350
rabinkarpSearch-largo;2000;42.6356;350
rabinkarpSearch-largo;2000;42.6377;350
rabinkarpSearch-largo;2000;42.6501;350
rabinkarpSearch-largo;2000;42.6247;350
rabinkarpSearch-largo;2000;42.6304;350
rabinkarpSearch-largo;2000;42.6591;350
rabinkarpSearch-largo;2000;42.6335;350
rabinkarpSearch-largo;2000;42.6214;350
rabinkarpSearch-largo;2000;42.6452;350
rabinkarpSearch-largo;2000;42.6642;350
rabinkarpSearch-largo;2000;42.6347;350
rabinkarpSearch-largo;2000;42.6529;350
rabinkarpSearch-largo;2000;42.6422;350
rabinkarpSearch-largo;2000;42.626;350
rabinkarpSearch-largo;2000;42.6118;350
rabinkarpSearch-largo;2000;42.6234;350
SuffixArrayBuild-corto;100;6.08103;
SuffixArrayBuild-corto;200;5.99405;
SuffixArrayBuild-corto;300;6.01984;
SuffixArrayBuild-corto;500;6.06386;
SuffixArrayBuild-corto;1000;6.05754;
SuffixArrayBuild-corto;2000;6.05443;
SuffixArrayBuild-largo;100;6.08212;
SuffixArrayBuild-largo;200;6.08324;
SuffixArrayBuild-largo;300;6.06314;
SuffixArrayBuild-largo;500;6.07933;
SuffixArrayBuild-largo;1000;6.10304;
SuffixArrayBuild-largo;2000;6.04237;
suffixArraySearch-corto;100;0.142449;855990
suffixArraySearch-corto;100;0.134044;855990
suffixArraySearch-corto;100;0.133499;855990
suffixArraySearch-corto;100;0.134363;855990
suffixArraySearch-corto;100;0.137035;855990
suffixArraySearch-corto;100;0.13381;855990
suffixArraySearch-corto;100;0.132736;855990
suffixArraySearch-corto;100;0.1347;855990
suffixArraySearch-corto;100;0.134351;855990
suffixArraySearch-corto;100;0.132088;855990
suffixArraySearch-corto;100;0.131741;855990
suffixArraySearch-corto;100;0.132303;855990
suffixArraySearch-corto;100;0.133011;855990
suffixArraySearch-corto;100;0.133086;855990
suffixArraySearch-corto;100;0.133105;855990
suffixArraySearch-corto;100;0.133051;855990
suffixArraySearch-corto;100;0.131992;855990
suffixArraySearch-corto;100;0.133459;855990
suffixArraySearch-corto;100;0.132409;855990
suffixArraySearch-corto;100;0.131936;855990
suffixArraySearch-corto;200;0.272248;1540579
suffixArraySearch-corto;200;0.262894;1540579
suffixArraySearch-corto;200;0.261769;1540579
suffixArraySearch-corto;200;0.261362;1540579
suffixArraySearch-corto;200;0.261073;1540579
suffixArraySearch-corto;200;0.260924;1540579
suffixArraySearch-corto;200;0.260919;1540579
suffixArraySearch-corto;200;0.260686;1540579
suffixArraySearch-corto;200;0.262793;1540579
suffixArraySearch-corto;200;0.264617;1540579
suffixArraySearch-corto;200;0.262222;1540579
suffixArraySearch-corto;200;0.261646;1540579
suffixArraySearch-corto;200;0.261874;1540579
suffixArraySearch-corto;200;0.261171;1540579
suffixArraySearch-corto;200;0.261349;1540579
suffixArraySearch-corto;200;0.261326;1540579
suffixArraySearch-corto;200;0.261362;1540579
suffixArraySearch-corto;200;0.261506;1540579
suffixArraySearch-corto;200;0.261149;1540579
suffixArraySearch-corto;200;0.261783;1540579
suffixArraySearch-corto;300;0.409462;2257512
suffixArraySearch-corto;300;0.397189;2257512
suffixArraySearch-corto;300;0.39553;2257512
suffixArraySearch-corto;300;0.394943;2257512
suffixArraySearch-corto;300;0.394044;2257512
suffixArraySearch-corto;300;0.394073;2257512
suffixArraySearch-corto;300;0.39396;2257512
suffixArraySearch-corto;300;0.393675;2257512
suffixArraySearch-corto;300;0.393675;2257512
suffixArraySearch-corto;300;0.393711;2257512
suffixArraySearch-corto;300;0.394313;2257512
suffixArraySearch-corto;300;0.395422;2257512
suffixArraySearch-corto;300;0.393148;2257512
suffixArraySearch-corto;300;0.393038;2257512
suffixArraySearch-corto;300;0.392791;2257512
suffixArraySearch-corto;300;0.393313;2257512
suffixArraySearch-corto;300;0.392862;2257512
suffixArraySearch-corto;300;0.392886;2257512
suffixArraySearch-corto;300;0.393192;2257512
suffixArraySearch-corto;300;0.392826;2257512
suffixArraySearch-corto;500;0.670107;4040073
suffixArraySearch-corto;500;0.654921;4040073
suffixArraySearch-corto;500;0.652704;4040073
suffixArraySearch-corto;500;0.652694;4040073
suffixArraySearch-corto;500;0.652626;4040073
suffixArraySearch-corto;500;0.652204;4040073
suffixArraySearch-corto;500;0.652216;4040073
suffixArraySearch-corto;500;0.652669;4040073
suffixArraySearch-corto;500;0.653088;4040073
suffixArraySearch-corto;500;0.653181;4040073
suffixArraySearch-corto;500;0.655906;4040073
suffixArraySearch-corto;500;0.656901;4040073
suffixArraySearch-corto;500;0.653728;4040073
suffixArraySearch-corto;500;0.652771;4040073
suffixArraySearch-corto;500;0.652432;4040073
suffixArraySearch-corto;500;0.652518;4040073
suffixArraySearch-corto;500;0.65209;4040073
suffixArraySearch-corto;500;0.652498;4040073
suffixArraySearch-corto;500;0.652663;4040073
suffixArraySearch-corto;500;0.651186;4040073
suffixArraySearch-corto;1000;1.33316;7911414
suffixArraySearch-corto;1000;1.31377;7911414
suffixArraySearch-corto;1000;1.31373;7911414
suffixArraySearch-corto;1000;1.31289;7911414
suffixArraySearch-corto;1000;1.31274;7911414
suffixArraySearch-corto;1000;1.31559;7911414
suffixArraySearch-corto;1000;1.32053;7911414
suffixArraySearch-corto;1000;1.31353;7911414
suffixArraySearch-corto;1000;1.31272;7911414
suffixArraySearch-corto;1000;1.31261;7911414
suffixArraySearch-corto;1000;1.31308;7911414
suffixArraySearch-corto;1000;1.31351;7911414
suffixArraySearch-corto;1000;1.31305;7911414
suffixArraySearch-corto;1000;1.31955;7911414
suffixArraySearch-corto;1000;1.31723;7911414
suffixArraySearch-corto;1000;1.31563;7911414
suffixArraySearch-corto;1000;1.31595;7911414
suffixArraySearch-corto;1000;1.31623;7911414
suffixArraySearch-corto;1000;1.31626;7911414
suffixArraySearch-corto;1000;1.31664;7911414
suffixArraySearch-corto;2000;2.65456;15945820
suffixArraySearch-corto;2000;2.62618;15945820
suffixArraySearch-corto;2000;2.62959;15945820
suffixArraySearch-corto;2000;2.62045;15945820
suffixArraySearch-corto;2000;2.61918;15945820
suffixArraySearch-corto;2000;2.62336;15945820
suffixArraySearch-corto;2000;2.6255;15945820
suffixArraySearch-corto;2000;2.62431;15945820
suffixArraySearch-corto;2000;2.62096;15945820
suffixArraySearch-corto;2000;2.61893;15945820
suffixArraySearch-corto;2000;2.61914;15945820
suffixArraySearch-corto;2000;2.61773;15945820
suffixArraySearch-corto;2000;2.6183;15945820
suffixArraySearch-corto;2000;2.63176;15945820
suffixArraySearch-corto;2000;2.62957;15945820
suffixArraySearch-corto;2000;2.61999;15945820
suffixArraySearch-corto;2000;2.62012;15945820
suffixArraySearch-corto;2000;2.63106;15945820
suffixArraySearch-corto;2000;2.62199;15945820
suffixArraySearch-corto;2000;2.62065;15945820
suffixArraySearch-largo;100;0.142082;20
suffixArraySearch-largo;100;0.134013;20
suffixArraySearch-largo;100;0.133223;20
suffixArraySearch-largo;100;0.132533;20
suffixArraySearch-largo;100;0.132287;20
suffixArraySearch-largo;100;0.13209;20
suffixArraySearch-largo;100;0.132026;20
suffixArraySearch-largo;100;0.131821;20
suffixArraySearch-largo;100;0.131821;20
suffixArraySearch-largo;100;0.132068;20
suffixArraySearch-largo;100;0.131738;20
suffixArraySearch-largo;100;0.131582;20
suffixArraySearch-largo;100;0.131573;20
suffixArraySearch-largo;100;0.131472;20
suffixArraySearch-largo;100;0.131459;20
suffixArraySearch-largo;100;0.131451;20
suffixArraySearch-largo;100;0.131272;20
suffixArraySearch-largo;100;0.13142;20
suffixArraySearch-largo;100;0.13159;20
suffixArraySearch-largo;100;0.131247;20
suffixArraySearch-largo;200;0.274827;40
suffixArraySearch-largo;200;0.264865;40
suffixArraySearch-largo;200;0.2635;40
suffixArraySearch-largo;200;0.262725;40
suffixArraySearch-largo;200;0.262384;40
suffixArraySearch-largo;200;0.262141;40
suffixArraySearch-largo;200;0.261611;40
suffixArraySearch-largo;200;0.261371;40
suffixArraySearch-largo;200;0.261334;40
suffixArraySearch-largo;200;0.261152;40
suffixArraySearch-largo;200;0.2611;40
suffixArraySearch-largo;200;0.261056;40
suffixArraySearch-largo;200;0.26162;40
suffixArraySearch-largo;200;0.260961;40
suffixArraySearch-largo;200;0.260826;40
suffixArraySearch-largo;200;0.260671;40
suffixArraySearch-largo;200;0.260576;40
suffixArraySearch-largo;200;0.260892;40
suffixArraySearch-largo;200;0.260758;40
suffixArraySearch-largo;200;0.260866;40
suffixArraySearch-largo;300;0.416512;61
suffixArraySearch-largo;300;0.403708;61
suffixArraySearch-largo;300;0.401635;61
suffixArraySearch-largo;300;0.400947;61
suffixArraySearch-largo;300;0.399957;61
suffixArraySearch-largo;300;0.39947;61
suffixArraySearch-largo;300;0.398818;61
suffixArraySearch-largo;300;0.398799;61
suffixArraySearch-largo;300;0.398547;61
suffixArraySearch-largo;300;0.398567;61
suffixArraySearch-largo;300;0.398273;61
suffixArraySearch-largo;300;0.398167;61
suffixArraySearch-largo;300;0.398263;61
suffixArraySearch-largo;300;0.398508;61
suffixArraySearch-largo;300;0.398391;61
suffixArraySearch-largo;300;0.397944;61
suffixArraySearch-largo;300;0.397927;61
suffixArraySearch-largo;300;0.398082;61
suffixArraySearch-largo;300;0.398041;61
suffixArraySearch-largo;300;0.398281;61
suffixArraySearch-largo;500;0.677066;100
suffixArraySearch-largo;500;0.662675;100
suffixArraySearch-largo;500;0.660018;100
suffixArraySearch-largo;500;0.658908;100
suffixArraySearch-largo;500;0.662048;100
suffixArraySearch-largo;500;0.66193;100
suffixArraySearch-largo;500;0.65883;100
suffixArraySearch-largo;500;0.657669;100
suffixArraySearch-largo;500;0.657698;100
suffixArraySearch-largo;500;0.65702;100
suffixArraySearch-largo;500;0.657101;100
suffixArraySearch-largo;500;0.656662;100
suffixArraySearch-largo;500;0.656664;100
suffixArraySearch-largo;500;0.656543;100
suffixArraySearch-largo;500;0.656776;100
suffixArraySearch-largo;500;0.656742;100
suffixArraySearch-largo;500;0.656675;100
suffixArraySearch-largo;500;0.656942;100
suffixArraySearch-largo;500;0.656401;100
suffixArraySearch-largo;500;0.660074;100
suffixArraySearch-largo;1000;1.33431;177
suffixArraySearch-largo;1000;1.31678;177
suffixArraySearch-largo;1000;1.31284;177
suffixArraySearch-largo;1000;1.31172;177
suffixArraySearch-largo;1000;1.31221;177
suffixArraySearch-largo;1000;1.31043;177
suffixArraySearch-largo;1000;1.31087;177
suffixArraySearch-largo;1000;1.31132;177
suffixArraySearch-largo;1000;1.3111;177
suffixArraySearch-largo;1000;1.31083;177
suffixArraySearch-largo;1000;1.31537;177
suffixArraySearch-largo;1000;1.31223;177
suffixArraySearch-largo;1000;1.31242;177
suffixArraySearch-largo;1000;1.31197;177
suffixArraySearch-largo;1000;1.31196;177
suffixArraySearch-largo;1000;1.31072;177
suffixArraySearch-largo;1000;1.31068;177
suffixArraySearch-largo;1000;1.31512;177
suffixArraySearch-largo;1000;1.31636;177
suffixArraySearch-largo;1000;1.31224;177
suffixArraySearch-largo;2000;2.66434;350
suffixArraySearch-largo;2000;2.63669;350
suffixArraySearch-largo;2000;2.63567;350
suffixArraySearch-largo;2000;2.63466;350
suffixArraySearch-largo;2000;2.64876;350
suffixArraySearch-largo;2000;2.64086;350
suffixArraySearch-largo;2000;2.63544;350
suffixArraySearch-largo;2000;2.63522;350
suffixArraySearch-largo;2000;2.63999;350
suffixArraySearch-largo;2000;2.63941;350
suffixArraySearch-largo;2000;2.63452;350
suffixArraySearch-largo;2000;2.63577;350
suffixArraySearch-largo;2000;2.63422;350
suffixArraySearch-largo;2000;2.63472;350
suffixArraySearch-largo;2000;2.63392;350
suffixArraySearch-largo;2000;2.63884;350
suffixArraySearch-largo;2000;2.63591;350
suffixArraySearch-largo;2000;2.63575;350
suffixArraySearch-largo;2000;2.63613;350
suffixArraySearch-largo;2000;2.64627;350
